file,line,kind,action,code
editor/EHR/tarzanAxisSandbox.py,961,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self._refresh_all(""Gotowy."")"
editor/EHR/tarzanAxisSandbox.py,968,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self._refresh_all(""Dodano punkt."")"
editor/EHR/tarzanAxisSandbox.py,976,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self._refresh_all(""Usunięto punkt."")"
editor/EHR/tarzanEhrUi.py,752,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self.canvas.delete(""all"")"
editor/EHR/tarzanEhrUi.py,1299,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"canvas.delete(""all"")"
editor/EHR/tarzanEhrUi.py,1473,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self._refresh_all(reason=""INIT"")"
editor/EHR/tarzanEhrUi.py,1718,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,self.master_window._refresh_all(light=False)
editor/EHR/tarzanEhrUi.py,1741,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self._refresh_all(""Zastosowano strojenie STEP."", reason=""STEP_TUNING_LIVE"")"
editor/EHR/tarzanEhrUi.py,1753,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self._refresh_all(f""Wczytano parametry mechaniki: {mechanics.axis_name}."", reason=""MECHANICS_PRESET"")"
editor/EHR/tarzanEhrUi.py,1847,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self._refresh_all(f""Wczytano ustawienia osi: {path}"", reason=""LOAD_JSON"")"
editor/EHR/tarzanEhrUi.py,1884,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self._refresh_all(f""Wczytano preset TXT: {path}"", reason=""LOAD_TUNING_TXT"")"
editor/EHR/tarzanEhrUi.py,1896,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self._refresh_all(""Przywrócono domyślne parametry STEP."", reason=""RESET_STEP_TUNING"")"
editor/EHR/tarzanEhrUi.py,1907,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self._refresh_all(""Sinus test ustawiony."", reason=""TEST_SINUS"")"
editor/EHR/tarzanEhrUi.py,1918,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self._refresh_all(""Negative test ustawiony."", reason=""TEST_NEGATIVE"")"
editor/EHR/tarzanEhrUi.py,1929,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self._refresh_all(""Zero cross test ustawiony."", reason=""TEST_ZERO_CROSS"")"
editor/EHR/tarzanEhrUi.py,1940,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self._refresh_all(""Linia wyzerowana."", reason=""TEST_FLAT_ZERO"")"
editor/EHR/tarzanEhrUi.py,1950,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self._refresh_all(""Przywrócono ostatni stan bazowy."", reason=""RESET_NODES"")"
editor/EHR/tarzanEhrUi.py,1974,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"c.delete(""all"")"
editor/EHR/tarzanEhrUi.py,2060,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"c.delete(""all"")"
editor/EHR/tarzanEhrUi.py,2146,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,@profile_method('EHR_AXIS_DIALOG._refresh_all')
editor/EHR/tarzanEhrUi.py,2147,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"def _refresh_all(self, status: str | None = None, reason: str = ""unknown"") -> None:"
editor/EHR/tarzanEhrUi.py,2370,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,self.master_window._refresh_all(light=False)
editor/EHR/tarzanEhrUi.py,2464,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,self.after_idle(self._refresh_all)
editor/EHR/tarzanEhrUi.py,2464,after_refresh,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",self.after_idle(self._refresh_all)
editor/EHR/tarzanEhrUi.py,2732,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self._refresh_all(light=False, status=status)"
editor/EHR/tarzanEhrUi.py,2762,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,dlg._refresh_all()
editor/EHR/tarzanEhrUi.py,2763,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self._refresh_all(light=False, status=""Zastosowano ustawienia MAIN TAKE."")"
editor/EHR/tarzanEhrUi.py,2890,after_refresh,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER","self._configure_after_id = self.after(40, self._flush_configure_refresh)"
editor/EHR/tarzanEhrUi.py,3067,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"c.delete(""all"")"
editor/EHR/tarzanEhrUi.py,3442,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,@profile_method('EHR_MAIN._refresh_all')
editor/EHR/tarzanEhrUi.py,3443,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"def _refresh_all(self, light: bool = False, status: str | None = None) -> None:"
editor/EHR/tarzanEhrUi.py,3844,refresh_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self._refresh_all(light=False, status=f""Wczytano TAKE TXT: {path.name}"")"
editor/PAR/tarzanNextionPreview.py,354,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self.screen_canvas.delete(""all"")"
editor/PAR/tarzanNextionPreview.py,361,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self.screen_canvas.delete(""all"")"
editor/PAR/tarzanNextionPreview.py,472,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self.screen_canvas.delete(""all"")"
editor/PAR/tarzanNextionPreview.py,581,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self.screen_canvas.delete(""all"")"
editor/PAR/tarzanNextionPreview.py,598,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self.screen_canvas.delete(""all"")"
editor/PAR/tarzanNextionPreview.py,688,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self.screen_canvas.delete(""all"")"
editor/PAR/tarzanNextionPreview.py,710,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self.screen_canvas.delete(""all"")"
editor/PAR/tarzanNextionPreview.py,772,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self.screen_canvas.delete(""all"")"
editor/PAR/tarzanParApp.py,230,self_nextion_tick,WYCIĄĆ Z TORU DYNAMICZNEGO I ZASTĄPIĆ TARZAN_SNAJPER,"self.after(50, self.nextion_tick)"
editor/PAR/tarzanParApp.py,939,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER","fg=COLORS[""text""], insertbackground=COLORS[""text""], command=lambda: draw_preview() if ""draw_preview"" in locals() else None).grid(row=2, column=1, sticky=""w"", padx=8)"
editor/PAR/tarzanParApp.py,988,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",refresh_zone_buttons()
editor/PAR/tarzanParApp.py,992,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",refresh_zone_buttons()
editor/PAR/tarzanParApp.py,993,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",draw_preview()
editor/PAR/tarzanParApp.py,997,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",def refresh_zone_buttons():
editor/PAR/tarzanParApp.py,1046,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",draw_preview()
editor/PAR/tarzanParApp.py,1123,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",draw_preview()
editor/PAR/tarzanParApp.py,1130,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER","command=draw_preview).pack(side=""left"")"
editor/PAR/tarzanParApp.py,1135,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER","opt = tk.OptionMenu(row, data[""zone""], *zone_map.keys(), command=lambda _=None: draw_preview())"
editor/PAR/tarzanParApp.py,1150,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER","command=draw_preview,"
editor/PAR/tarzanParApp.py,1153,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER","col_spin.bind(""<KeyRelease>"", lambda _event: draw_preview())"
editor/PAR/tarzanParApp.py,1165,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER","command=draw_preview,"
editor/PAR/tarzanParApp.py,1168,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER","row_spin.bind(""<KeyRelease>"", lambda _event: draw_preview())"
editor/PAR/tarzanParApp.py,1189,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",draw_preview()
editor/PAR/tarzanParApp.py,1225,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",def draw_preview(*_):
editor/PAR/tarzanParApp.py,1226,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"canvas.delete(""all"")"
editor/PAR/tarzanParApp.py,1590,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",draw_preview()
editor/PAR/tarzanParApp.py,1601,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",draw_preview()
editor/PAR/tarzanParApp.py,1628,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",draw_preview()
editor/PAR/tarzanParApp.py,1648,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",draw_preview()
editor/PAR/tarzanParApp.py,1698,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",draw_preview()
editor/PAR/tarzanParApp.py,1722,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",draw_preview()
editor/PAR/tarzanParApp.py,1743,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",draw_preview()
editor/PAR/tarzanParApp.py,1754,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",draw_preview()
editor/PAR/tarzanParApp.py,1776,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",draw_preview()
editor/PAR/tarzanParApp.py,1828,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",draw_preview()
editor/PAR/tarzanParApp.py,1848,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",refresh_zone_buttons()
editor/PAR/tarzanParApp.py,1849,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER","win.after(200, draw_preview)"
editor/PAR/tarzanParApp.py,1850,draw_preview,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER","win.after(800, draw_preview)"
editor/PAR/tarzanParApp.py,1898,def_nextion_tick,WYCIĄĆ Z TORU DYNAMICZNEGO I ZASTĄPIĆ TARZAN_SNAJPER,def nextion_tick(self):
editor/PAR/tarzanParApp.py,1902,nextion_refresh_previews,WYCIĄĆ Z TORU DYNAMICZNEGO I ZASTĄPIĆ TARZAN_SNAJPER,"if hasattr(self.panels, ""nextion_refresh_previews""):"
editor/PAR/tarzanParApp.py,1903,nextion_refresh_previews,WYCIĄĆ Z TORU DYNAMICZNEGO I ZASTĄPIĆ TARZAN_SNAJPER,self.panels.nextion_refresh_previews()
editor/PAR/tarzanParApp.py,1907,self_nextion_tick,WYCIĄĆ Z TORU DYNAMICZNEGO I ZASTĄPIĆ TARZAN_SNAJPER,"self.after(50, self.nextion_tick)"
editor/PAR/tarzanParPanels.py,182,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"self.delete(""all"")"
editor/PAR/tarzanParPanels.py,358,refresh_axis_card,WYCIĄĆ Z TORU DYNAMICZNEGO I ZASTĄPIĆ TARZAN_SNAJPER,"self._register_signal_proxy(sig, lambda v, k=key: self.refresh_axis_card(k))"
editor/PAR/tarzanParPanels.py,404,refresh_axis_cards,WYCIĄĆ Z TORU DYNAMICZNEGO I ZASTĄPIĆ TARZAN_SNAJPER,self.refresh_axis_cards()
editor/PAR/tarzanParPanels.py,407,refresh_axis_cards,WYCIĄĆ Z TORU DYNAMICZNEGO I ZASTĄPIĆ TARZAN_SNAJPER,def refresh_axis_cards(self):
editor/PAR/tarzanParPanels.py,409,refresh_axis_card,WYCIĄĆ Z TORU DYNAMICZNEGO I ZASTĄPIĆ TARZAN_SNAJPER,self.refresh_axis_card(axis)
editor/PAR/tarzanParPanels.py,411,refresh_axis_card,WYCIĄĆ Z TORU DYNAMICZNEGO I ZASTĄPIĆ TARZAN_SNAJPER,"def refresh_axis_card(self, axis: str):"
editor/PAR/tarzanParPanels.py,496,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"can.delete(""all"")"
editor/PAR/tarzanParPanels.py,655,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"can.delete(""all""); cx, cy, r = 40, 40, 30"
editor/PAR/tarzanParPanels.py,823,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"canvas.delete(""all""); cx, cy = w//2, h//2"
editor/PAR/tarzanParPanels.py,899,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"can.delete(""all""); can.create_rectangle(14, 5, 24, h-5, fill=COLORS[""green""], outline=""#063c0a"")"
editor/PAR/tarzanParPanels.py,917,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"can.delete(""all"")"
editor/PAR/tarzanParPanels.py,1230,refresh_axis_cards,WYCIĄĆ Z TORU DYNAMICZNEGO I ZASTĄPIĆ TARZAN_SNAJPER,self.refresh_axis_cards()
editor/PAR/tarzanParPanels.py,1237,draw_timeline,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",self._schedule_timeline_redraw()
editor/PAR/tarzanParPanels.py,1244,draw_timeline,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER","self.timeline_canvas.bind(""<Configure>"", lambda e: self.draw_timeline())"
editor/PAR/tarzanParPanels.py,1245,draw_timeline,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",self.draw_timeline()
editor/PAR/tarzanParPanels.py,1248,draw_timeline,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",def _schedule_timeline_redraw(self):
editor/PAR/tarzanParPanels.py,1250,draw_timeline,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER","self._timeline_after_id = self.app.after(_TIMELINE_DEBOUNCE_MS, self._do_draw_timeline)"
editor/PAR/tarzanParPanels.py,1252,draw_timeline,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",def _do_draw_timeline(self):
editor/PAR/tarzanParPanels.py,1254,draw_timeline,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",self.draw_timeline()
editor/PAR/tarzanParPanels.py,1278,draw_timeline,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",def draw_timeline(self):
editor/PAR/tarzanParPanels.py,1281,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"can.delete(""all"")"
editor/PAR/tarzanParPanels.py,1446,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"canvas.delete(""all"")"
editor/PAR/tarzanParPanels.py,1574,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"canvas.delete(""all"")"
editor/PAR/tarzanParPanels.py,1761,nextion_refresh_previews,WYCIĄĆ Z TORU DYNAMICZNEGO I ZASTĄPIĆ TARZAN_SNAJPER,def nextion_refresh_previews(self):
editor/PAR/tarzanParPanels.py,1788,widget_refresh,WYCIĄĆ Z TORU DYNAMICZNEGO I ZASTĄPIĆ TARZAN_SNAJPER,widget.refresh()
editor/PAR/tarzanParPanels_old.py,187,refresh_axis_cards,WYCIĄĆ Z TORU DYNAMICZNEGO I ZASTĄPIĆ TARZAN_SNAJPER,self.refresh_axis_cards()
editor/PAR/tarzanParPanels_old.py,680,draw_timeline,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER","canvas.bind(""<Configure>"", lambda e: self.draw_timeline())"
editor/PAR/tarzanParPanels_old.py,681,draw_timeline,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",self.draw_timeline()
editor/PAR/tarzanParPanels_old.py,735,refresh_axis_cards,WYCIĄĆ Z TORU DYNAMICZNEGO I ZASTĄPIĆ TARZAN_SNAJPER,self.refresh_axis_cards()
editor/PAR/tarzanParPanels_old.py,738,refresh_axis_cards,WYCIĄĆ Z TORU DYNAMICZNEGO I ZASTĄPIĆ TARZAN_SNAJPER,def refresh_axis_cards(self):
editor/PAR/tarzanParPanels_old.py,755,draw_timeline,"ROZDZIELIĆ: STRUKTURA = RENDER, WARTOŚĆ/STATUS = TARZAN_SNAJPER",def draw_timeline(self):
editor/PAR/tarzanParPanels_old.py,759,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"canvas.delete(""all"")"
editor/PAR/tarzanParPanels_old.py,1044,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"led.delete(""all"")"
editor/PAR/tarzanParPanels_old.py,1111,canvas_delete_all,ZOSTAWIĆ TYLKO DLA STRUKTURY; WARTOŚCI/POZYCJE ZASTĄPIĆ TARZAN_SNAJPER,"canvas.delete(""all"")"
